company_name,profile_url,company_website,location,tags,founding_date,founders,employee_range,urls,emails,phones,description_short,description
Zantrik,https://e27.co/startups/zantrik/,https://www.zantrik.com/,Bangladesh,"Automotive,Transportation,Artificial Intelligence",2018-6,,,"https://www.linkedin.com/company/13577174,  https://www.facebook.com/zantrikdotcom,",support@zantrik.com,,"Transparent and Convenient vehicle maintenance platform with Process innovation, Technology and Artificial Intelligence.","In Bangladesh, about 300M units of vehicle maintenance and refueling is done every year, but, there is a transparency problem in both. As a results, vehicle owners are unhappy.  

We are solving these problems with process innovation, technology and AI.

Formed in 2018, Zantrik's aim is to develop a technology based platform that connects vehicle owners, service providers and suppliers to offer seamless experience for every stakeholders with ensuring efficiency, transparency and value for money.

We are operating for about 2 years, and have onboarded 20K+ customers and 8+ B2B clients. We have a Smartphone app for users, and a fleet management solution for B2B. 

We are also working on developing some AI based smart solutions, like ""Safe driving"" (https://bit.ly/3gZWP8d) to alarm sleepy drivers to prevent road accidents, or, ""Zantrik mind""; an AI chatbot to help troubleshooting vehicles without the help of an engineer, and ""Verified fuel"", an AI program that can verify exactly how much refueling was done by the drivers at refuel stations. 

The automotive industry is 8B USD in Bangladesh, and we are the first mover in this sector. Needless to say, this is a multi-trillion dollar industry world wide and we have every reason to move outside once we have a proven and scalable model here.

We have raised seed funds from a local VC (BDVenture), Angel network (Bangladesh Angels) and also from angels at Singapore. We have passed three local and international Accelerator programs so far, including SLUSH GIA Accelerator (Finland) and Accelerating Asia (Singapore), latest.

Zantrik has two co-founders, both are serial entrepreneurs with 30+ years of combined experience in tech and service industry. Our core team contains senior subject matter experts in Artificial Intelligence, Business growth and Automobile engineering, having an average of 12+ years of experience. 

We are incorporated at Singapore, and looking to raise 500K USD in 2020 to push 10X growth in 2021"
Factsbio,https://e27.co/startups/factsbio/,https://factsbio.com/,United States of America,Entertainment,2018-10,,," FactsBios, ",,,Get all the Facts!!!,Your home for all the facts and Biographies
Talentbank Digital Career Festival,https://e27.co/startups/talentbank-digital-career-festival/,https://www.digitalcareerfest.com,Malaysia,"Marketplace,Human Resources",2020-5,,,"https://www.linkedin.com/company/careefest/,  ",,,Most Comprehensive Virtual Career Fair in Malaysia,"Talentbank Digital Career Festival is Malaysia’s Most Comprehensive Digital Career Discovery Event, featuring 100+ Best Employer Brands. This is an excellent platform to apply for internships and graduate employment opportunities. This is also a unique platform for primed candidates & esteemed employers to engage virtually."
Gradvoice.io,https://e27.co/startups/gradvoice-io/,https://www.gradvoice.io,Malaysia,"Agency & Consulting,Consulting,Education",2020-4,,,"https://www.linkedin.com/company/gradvoice,  ",,,Be Recognized by your Own Students and Supercharge your University’s Enrolment Rate,"Having conducted 50,000+ surveys, our student satisfaction barometer accurately benchmarks students’ feedback about their on-campus experience. Have them tell why your campus is everyone’s university of choice."
Talentbank,https://e27.co/startups/talentbank/,https://www.talentbankgroup.com,Malaysia,"Human Resources,Big Data,Marketplace,Education",2011-2,,,"https://www.linkedin.com/company/talentbankworld,  https://www.facebook.com/talentbankgeo,",,,"Award-Winning Recruitment, Employer Branding & Education Specialist","Talentbank is a Malaysian based career discovery centre focused in producing career-ready candidates of all disciplines by providing them with a wide range of masterclass-level workshops and soft-skills-building community activities, and helping them kick-start their careers by connecting them with industry leaders that welcome prime talent."
Xenom Energy,https://e27.co/startups/xenom-energy/,http://xenomenergy.com/,Kenya,"Energy,Finance,Transportation,Marketplace,Logistics\/Supply Chain,Platform",2019-5,,,"https://www.linkedin.com/company/xenomenergy/, EnergyXenom, https://www.facebook.com/xenomenergy/,",,,Xenom Energy is a transformative start-up building a cutting-edge marketplace for easy access to petroleum products in Africa.,"Xenom Energy is a transformative start-up building a cutting-edge B2B marketplace for easy access to petroleum products in Africa. By connecting independent fuel station owners to Oil Marketers through our tech-enabled and operations driven marketplace. Fixing inefficient supply chains for the independent station owners and providing a sales platform where Oil marketers can easily sell out their petroleum products. The startup is tackling a massive issue – independent station owners in Eastern Africa alone do business of $25 billion annually. Xenom aims to provide independent station owners with unlimited access to cheap products, transportation and credit (savings upwards of 7%). To offer after sales services such as branding and loan for expansion (given the difficulty on station owners getting financing from banks). Xenom also will remove the pain of seeking daily the independent station owners who have requirements for their stations and hiring more sales and marketing team thus costs saving (savings upwards of 16%). Xenom currently targets 2,000 independent station owners in Kenya at the start as we also expand to Eastern Africa then to Africa continent."
The Career Galaxy,https://e27.co/startups/thecareergalaxy/,https://thecareergalaxy.com,India,"Education,Agency & Consulting",2015-4,,,"https://www.linkedin.com/in/the-career-galaxy-b547081a9/, thecareergalaxy, https://www.facebook.com/The-Career-Galaxy-102523688126778/?modal=admin_todo_tour,",,,"thecareergalaxy.com is the best career counsellor in delhi and student career consultancy for student after 10th and 12th and provide best Career Guidance Service in delhi, India.",We at The Career Galaxy™ assist you in discovering your passion and inborn strengths and give you a direction through Career Counselling using certain tools and insights which lead you to a happy and successful professional life. We have programs for School and College students as well as graduates and youth in the different stages of their careers who are seeking career counselling or career guidance to take a leap in their career or to plan their mid-age career shift.
eDigitalFirm,https://e27.co/startups/edigitalfirm/,https://edigitalfirm.com,India,"Array,Information & Communications Technology,Media,Software as a Service,Advertising,Design,Agency & Consulting,E-commerce,Enterprise Solution",2016-9,,,"https://in.linkedin.com/company/edigitalfirm, eDigitalFirm, https://www.facebook.com/eDigitalfirmbangalore/,",,,"eDigitalFirm is a digital marketing agency in Bangalore with years of experience, creative technologies and great team of professionals. We work to benefit clients in growing their business online.","eDigitalFirm is a digital marketing agency in Bangalore with years of experience, creative technologies and great team of professionals. We work to benefit clients in growing their business online.

We offer an array of SERVICES

1. Website Design & Development 

2. Search Engine Optimization 

3. Social Media Optimization 

4. Lead Generation Campaigns 

5. Content writing services 

6. Email marketing services 

7. App Design & Development 

8. Video Production Services 

9. Graphic Designs 

10. Corporate Branding 

Exceeding the client satisfaction has always been a motto for eDigitalFirm. Being a digital marketing company in India, we believe in ethics and strong commitment towards our esteemed clients . We value our customers satisfaction in priority."
Moneko Pte. Ltd.,https://e27.co/startups/moneko-pte-ltd/,http://www.moneko.app,Singapore,"Artificial Intelligence,Finance,Software as a Service",2020-3,,,  ,,,Moneko is a Singapore based FinTech startup that is developing an AI powered personal finance super app.,Moneko is a Singapore based FinTech startup that is developing an AI powered personal finance super app.  The application combines behavioral science and game design to help millennials in Asia get better at saving and managing their money.
Antsomi,https://e27.co/startups/antsomi/,https://www.antsomi.com,Singapore,"Artificial Intelligence,Big Data",2020-3,,,"https://www.linkedin.com/company/antsomi/, antsomi365, http://www.facebook.com/antsomi365,",,,"Antsomi is a MarTech company building the first artificial intelligence-enabled customer data platform, CDP 365, in Southeast Asia, empowering companies to unify and activate their custom data.","With the mission of transforming everyday businesses, Antsomi is a marketing technology company building the first artificial intelligence-enabled customer data platform, CDP 365, in Southeast Asia.

As customer data platforms become the core of many businesses, Antsomi helps companies to unify and activate their customer data, through CDP 365, and related services.

Co-founded by digital veterans in the region, Antsomi set up its headquarter in Singapore, with branch offices in Malaysia, Indonesia, and Vietnam."
Hubble,https://e27.co/startups/hubble/,https://hubble.sg/,Singapore,Architecture & Construction,2016-1,,,"https://www.linkedin.com/company/hubble-pte.-ltd./,  ",,,Smart Construction Company,"A construction technology company focusing on the construction and engineering industry in Southeast Asia. 

It uses its software solution to digitise work processes, and connect key project stakeholders - developers, consultants, fabricators, contractors, and facility managers - onto an all-in-one platform"
Vocay,https://e27.co/startups/vocay/,http://vocay.io,Hong Kong,"Human Resources,Platform",2020-4,,,"https://www.linkedin.com/company/vocayio/,  ",,,Empowering professionals to make informed career decisions,"At Vocay, we're building a platform that helps recruiters navigate their careers.

We share insights on the recruitment market, expert advice for succeeding in your current job and guidance when considering career moves.

Vocay is backed by the founders of Tiger Partners, a leading specialist recruitment to recruitment agency headquartered in Hong Kong.

Run by recruiters, for recruiters."
LingoAce,https://e27.co/startups/lingoace/,https://www.lingoace.com/,Singapore,Education,2017-1,,,"https://www.linkedin.com/company/lingoace/,  ",,,Where kids enjoy learning with teachers from another corner of the world.,LingoAce is the leader in online Chinese language learning platform for 6-15 years old students.
Jala Tech,https://e27.co/startups/jalatech/,https://jala.tech/en,Indonesia,"Agritech,Hardware,Internet of Things",2015-12,,,"https://www.linkedin.com/company/10818165, jalaiot, https://www.facebook.com/AtnicCo/,",contact@jala.tech,,Jala helps shrimp farmer manage their water quality to boost the yield and create the sustainable business.,"Jala is improving shrimp farming with connectivity.

A multi-sensor device that is easy to use and affordable for the majority of Indonesian shrimp farmers that are independent smallholders. Paired with the software platform, farmers can monitor and adjust their treatments and techniques to ensure a healthy and bountiful pond."
Woobiz,https://e27.co/startups/woobiz/,https://www.woobiz.id,Indonesia,"E-commerce,Marketplace,Platform,Retail,Sharing Economy",2019-1,,,"https://www.linkedin.com/company/woobiz-id/,  ",talent@woobiz.id,,"Woobiz is Indonesian social commerce platform, providing individuals who want to become entrepreneur with access to products, directly sourced from the brand owners.","Woobiz is an Indonesian social commerce start up where we connect brands who want to increase their sales and brand loyalty with individual who wants to become entrepreneur. Woobiz empower individuals, especially women, to improve their livelihood by giving them access to become micro-entrepreneur, providing them access to earn income through digital economy. Woobiz partnered with brands, educate and trained individuals to become Mitra so they can become “every day influencer”, where the Mitra can become the driver of their social circle consumption habit."
Nanox,https://e27.co/startups/nanox/,https://www.nanox.vision/,Israel,Medtech,2011-1,,,"https://www.linkedin.com/company/nanox-imaging/,  ",,,Democratizing medical imaging,"nanoX is developing the next generation of X-ray emitters based on groundbreaking nanotechnology. nanoX emitters will finally bring X-ray imaging into the digital era, enabling novel 3D imaging systems with unmatched performance"
H3 Com Pte. Ltd.,https://e27.co/startups/h3-com-pte-ltd/,https://www.heal-c.com/,Singapore,"Healthtech,Travel",2019-10,,,"http://www.linkedin.com/company/h3-com/,  ",,,"We are developing an easy-to-use, intuitive global online medical travel and telehealth platform, which will allow to find information on the best hospitals worldwide and connect them directly","H3 Com Pte. Ltd. is a young company incorporated by a group of IT enthusiasts and hi-tech professionals in the Republic of Singapore in October 2019 for the purpose of development and promotion of HEAL-C, a global online medical travel  and Telehealth platform.

The platform will consist of a website and apps for iOS and Android, which will be handy tools for people worldwide to scoop up information on various treatment programs and medical services in the best hospitals of the world. It will also provide an opportunity to get in touch with the hospitals and doctors via secure chat, make an appointment and plan properly treatment abroad.

We will also develop the Telehealth functionality, which will allow to get remote consultations, second opinions and recommendations online."
iFarmer Ltd,https://e27.co/startups/ifarmer-ltd/,https://www.ifarmer.asia/,Bangladesh,"Agritech,Finance",2018-1,,,"https://www.linkedin.com/company/ifarmerasia/,  https://www.facebook.com/ifarmerasia/,",,,We enable individuals and institutions to finance farming and earn a secured return on investment while supporting farmers with advisory services and connect them to markets.,"Agricultrue finance is a $6 billion annual market while the agriculture market as a whole is about $30 b in Bangladesh. There are about 20 million farming households in Bangladesh and 80% of them are smallholder and unbanked. They have to access finance through costly sources such as microfinance or informal money lenders. These farmers also lack access to smart farming technologies and also lacks access to the market, as they are too small to be able to directly sell to the buyers. 

iFarmer is a platform through which individuals and institutions can invest in farming and agri businesses. We manage their fund and work with verified and trained farmers who are looking for capital. We train our partner farmers, provide them with smart technology and advisory services and at the end of the farming cycle aggregate their produces and supply it to a large buyer (b2b). Since launching officially in August 2018, we have worked with 1000 farmers, financed $300,000 dollars from 150 investors. We have a 100% retention rate as all of our investors have reinvested after getting their initial return. We intend to work with 30,000 farmers by 2022, facilitating $10m in farm financing. 

We are revenue positive as we charge a service fee from our investors, we also offer them with insurance services (where we earn a commission), we also earn revenue from supplying the farm produce to the buyers."
Yatharth Marketing Solutions,https://e27.co/startups/yatharth-marketing-solutions/,https://www.yatharthmarketing.com/sales-training-in-pune.html,United States of America,"Education,Consulting,Enterprise Solution",2012-2,,,"https://www.linkedin.com/in/yatharth-marketing-solution/, yatharthmk, https://www.facebook.com/YatharthMarketing/,",info@yatharthmarketing.com,,Yatharth Marketing Solutions is the best sales training and consulting company based in India and USA from last 8 and above years.YMS will help you to increase your business .,"Yatharth Marketing Solutions A leading Sales Training & Consulting Firm based in the IT industry from the last 8+ years and we have helped more then 50+ IT companies to grow their business. We know the exact sales process of the IT industry starting from Lead generation to Closure to Repeat business which makes us the most trusted sales partner for any IT company. 

Yatharth Marketing Solutions will help you train your employee in a way that your sales team can increase the pricing and at the same time with fewer efforts they can effective closure.
  
Our training will also help them to develop a positive relationship with your client to generate maximum repeat business. YMS believes that you should generate a minimum of 60% repeat business each month to get maximum branding and positive word of mouth.

To know more about our development, please visit our website: http://www.yatharthmarketing.com

Make Enquiry today:
Yatharth Marketing Solutions
For Sales Related Enquiries,
Contact:
INDIA:  +91-9099799898
UAE : +971-5-6422-6093
Website: http://www.yatharthmarketing.com"
Tropic Biosciences,https://e27.co/startups/tropic-biosciences/,https://www.tropicbioscience.com/,United Kingdom,Agritech,2016-1,,,"https://www.linkedin.com/company/tropic-biosciences/,  ",,,Our team utilizes gene editing technologies in developing high-performing commercial varieties of tropical crops,"Tropic Biosciences UK Ltd is a pioneering leader in the development of novel high-performing commercial tropical crop varieties and traits using advanced genetic breeding (e.g. CRISPR) technologies. Tropic currently focuses on the massive coffee and banana crops, which play a critical role in global agriculture, trade, and nutrition, but face significant, yet addressable, disease and supply-chain challenges."
Suprams Info Solutions,https://e27.co/startups/suprams-info-solutions/,https://www.suprams.com/,India,"Information & Communications Technology,Internet of Things,PR & Communications,Software as a Service,Consumer,Consulting",2017-1,,,"https://www.linkedin.com/company/13455416/admin/, suprams_info, https://www.facebook.com/supramsinfosolutions/?ref=settings,",,,Best IT Consulting Company In India,"Suprams Info Solutions is the best and reliable IT consultant company in India. We provide affordable SEO, web designing, data recovery software services to our clients across the world at a reasonable price."
INTELLLEX,https://e27.co/startups/intelllex/,https://intelllex.com/,Singapore,"Enterprise Solution,Legal",,,,"https://www.linkedin.com/company/intelllex, intelllexhq, https://www.facebook.com/intelllex/,",contact@intelllex.com,,"INTELLLEX makes it easy for law firms and companies to optimise their underused legal knowledge with AI technology, leading them into the New Age of Knowledge. ​","The legal industry is one of the most-knowledge intensive industries and knowledge management is even more difficult with the data surge in the digital age. INTELLLEX has built an online workspace which combines an intelligent search engine (SOURCE) with a knowledge management system (STACKS).

We help unlock the latent knowledge in documents to allow lawyers to tap on each other's expertise. This allows law firms to take stock of their lawyer's work and have a better understanding of the kind of expertise it has. Their institutional knowledge is accounted for and securely stored.

We have been awarded as one of the top 10 legal tech solutions in Asia Pacific (https://legal.apacciooutlook.com/vendor/intelllex-harnessing-the-power-of-knowledge-in-law-firms-cid-3331-mid-165.html) and accepted into the Barclays Bank LawTech incubation programme in London. 

We would love to have you join us if our culture described below resonates with you.

- Ownership and driving impact: We give you the flexibility to take charge of your domain and push boundaries. Chart the direction for an evolving product.

- Support for your development: We believe in growing our people so they can grow with us. We are supportive of relevant learning opportunities that will strengthen our team e.g. training or conferences.

- Strong knowledge sharing culture: We're in the business of knowledge organisation and sharing, and we walk the talk in INTELLLEX. We often reach out to and invite external speakers or alumni to share.

- Team bonding: We are big on team activities that bring us out of our comfort zone and help us see a different side to each other. We've climbed Mount Ophir and biked in Penang."
gojek,https://e27.co/startups/go-jek/,https://www.gojek.com/,Indonesia,"Information & Communications Technology,Logistics\/Supply Chain,Mobile,Social Enterprise,Software as a Service,Transportation",2010-1,,,"https://www.linkedin.com/company/gojek/, gojekindonesia, https://www.facebook.com/gojekindonesia,",muhksin.hilmi@go-jek.com,,Gojek is Southeast Asia's leading on-demand multi-service platform and digital payment technology group.,"Gojek is Southeast Asia's leading on-demand multi-service platform and digital payment technology group. Gojek was first established in Indonesia back in 2010 as a call center offering only courier delivery and two-wheeled ride-hailing services. Gojek launched its application in 2015 with only three services (GoRide, GoSend, and GoMart). Today, Gojek has evolved from ride hailing to an ecosystem with three Super Apps – Consumer Super App, Driver Super App, Merchant Super App - providing more than 20 services, ranging from transportation, food delivery, groceries, massage, house cleaning, logistics to a cashless digital payments platform called GoPay. 

Gojek Group now operates in 207 cities in 5 Southeast Asian countries (Indonesia, Vietnam, Singapore, Thailand, and the Philippines by acquiring a fintech company Coins.ph). Gojek was the first company in Indonesia to earn the unicorn status, as stated by an independent third party. In April 2019 CB Insight announced that Gojek became the first decacorn in Indonesia, a company with a valuation exceeding US$ 10 billion. In 2019, Gojek has once again made it to the annual Fortune Change the World List, becoming the only company from Southeast Asia to make the list twice. From ranking 17th in 2017, Gojek has leapt forward and ranked 11th out of 52 global companies including Apple (16th), IBM (21st), and Alibaba (37th). Gojek has solid financial backing from investors, including Astra International, bibli.com, Google, Mitsubishi, Sequoia, Northstar,  Singapore’s sovereign wealth fund Temasek Holdings, KKR, Warburg Pincus, Visa, Parallon, SCB, Chinese internet giant Tencent,  JD.com, meituan.com, and Capital Group, among others."
Workbean,https://e27.co/startups/workbean/,http://www.workbean.co,Philippines,"Enterprise Solution,Human Resources,Software as a Service",2018-10,,,"http://www.linkedin.com/company/myworkbean/, workbean, http://www.facebook.com/myworkbean/,",,,Workbean is an employer branding platform that helps HR Teams manage and communicate what they offer and what they value as an employer to attract candidates that will belong in their culture.,"Workbean is an employer branding platform that helps HR Teams manage and communicate what they offer and what they value as an employer to attract candidates that will belong in their culture. 

Jobseekers only find out about a company’s culture after they get hired and by then, it’s too late when they find out that they don’t belong. By showcasing the company’s workplace, culture, people, and mission, we help companies attract the talent that resonate with their employer brand. 

Help talents identify companies where they will belong. Stand out from the crowd by showcasing your employer brand by signing up now at www.workbean.co  and create your free Workbean Culture Page"
The Finder,https://e27.co/startups/the-finder/,https://www.thefinder.com.sg/,Singapore,Media,2020-1,,,"  https://www.facebook.com/TheFinderSingapore,",,,"The Finder provides expats and global locals in Singapore with up-to-date information on where to eat and travel; tips on picking schools, salons and other services; plus ways to save money and enjoy","The Finder provides expats and global locals in Singapore with up-to-date information on where to eat and travel; tips on picking schools, salons and other services; plus ways to save money and enjoy life more for less in the Lion City. 

Check out our website, www.thefinder.com.sg, or pick up a copy of the FREE magazine. An essential expatriate resource for 27 years, The Finder is available at more than 400 locations and packed with tips on wellness, shopping, restaurants, furniture, travel, raising kids and more. Can’t find one - as they’ve been all snapped up? Download your FREE digital magazine here: https://itunes.apple.com/sg/app/the-finder-singapore/id549123937?mt=8 or https://www.magzter.com/SG/SPH-Magazines-Pte-Ltd/The-Finder-Singapore/Lifestyle. Or, subscribe and get each new issue of The Finder, The Finder Kids and our annual Directory delivered directly to your doorstep: http://thefinder.com.sg/subscribe-print-edition-finder!

Want to get the latest news? Sign up for our weekly e-newsletter on our website homepage.  NEW! Join our Facebook Group, too: https://www.facebook.com/groups/FinderSG. Hope to see you around!"
Hipla,https://e27.co/startups/hipla/,https://hipla.io/,India,Internet of Things,2018-1,,,"https://www.linkedin.com/company/gohipla/,  ",,,"Hipla is an Internet of things (IoT) Platform that provides customisable integrated solutions to multiple industries such as Offices, Education, Hospitals and Retail spaces","Hipla is an Internet of things (IoT) Platform that provides customisable integrated solutions to multiple industries such as Offices, Education, Hospitals and Retail spaces. We provide multi-purpose solutions under a singular umbrella. Our product suite includes visitor management, parking space, pantry and energy management as well as indoor navigation and access control. 

Our DNA stems from IT infrastructure design, build and support, having worked as partners of Cisco, Aruba in India."
IVF Access,https://e27.co/startups/ivf-access/,https://ivfaccess.com/,India,Healthtech,2018-1,,,"https://www.linkedin.com/company/ivf-access/about/,  ",,,IVF Access is a healthcare company setting up a chain of IVF clinics in India providing in vitro fertilisation (IVF) treatments.,"Led by an experienced management team, IVF Access is setting up a chain of IVF centers in India providing Assisted Reproductive treatments such as IVF and IUI. We aim to become India's leading fertility clinic chain and to offer nationwide access to IVF treatments with an innovative technology platform and state-of-the-art labs.

IVF Access is a healthcare company setting up a chain of IVF clinics in India providing in vitro fertilisation (IVF) treatments. IVF Access aims to increase the reach of assisted reproductive treatment in India through access to technology and medical expertise.



IVF Access was founded by Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy and Pravin Sethuraman, the former management team at Nova IVI Fertility."
PouchNATION,https://e27.co/startups/pouchnation/,https://pouchpass.com,Singapore,"Big Data,Enterprise Solution,Finance,Food & Beverage,Internet of Things,Media,Mobile,Platform,Productivity & CRM,Software as a Service,Sports,Healthtech",2015-5,,,"https://www.linkedin.com/company/13259318/admin/, pouchnation?lang=en, https://www.facebook.com/pouchasia/,",sea@pouchnation.com,,PouchNATION is preparing the world for post-COVID-19 with its IoT/ Wearable solution,"PouchNATION is SEA’s Leader in Crowd Management Technologies, Contactless Payments, and Behavioral Analytics. With 6 physical offices across the region, PouchNATION has successfully sold millions of wearables (for cashless payments and access control) across different industries (mass gatherings, hospitality, etc.) and established itself as the market leader in the space.

As COVID-19 is transforming the world, PouchNATION integrated into its wearable technology a Body Temperature Sensor to allow all businesses and households to do Health Screening checks. The vision is to promote a safe and healthy environment both at home and at work powered by the latest of the art contactless IoT technology."
TORUM Technology Sdn. Bhd.,https://e27.co/startups/torum-technology-sdn-bhd/,https://www.torum.com/,Malaysia,"Blockchain,Platform",2018-11,,,"https://www.linkedin.com/company/torum/, torum_official, https://www.facebook.com/torum.official,",,,"TORUM is founded by a group of crypto enthusiasts, to bring the best community-building experience to connect cryptocurrency communities across the world.","TORUM is a multipurpose cryptocurrency-powered social media platform that brings blockchain-based entities and cryptocurrency enthusiasts together to establish and showcase their personal social profiles across the platform. 

TORUM strives to become the bridge that connects every single blockchain and cryptocurrency company and community across the globe, potentially disrupting the entire blockchain and cryptocurrency industry."
IKIGUIDE,https://e27.co/startups/ikiguide/,https://www.ikiguide.com/,Singapore,"Agency & Consulting,Blockchain",2014-7,,,"https://www.linkedin.com/company/ikiguide/, ikiguide, https://www.facebook.com/ikiguide,",startups@e27.sg,,Asia's Premier Blockchain and Fintech Blog,"Asia's Premier Blockchain and Fintech Blog

Growing, connecting and empowering the Singapore blockchain community, to allow interested companies to reach out to engage with other parties;

Helping good Japanese blockchain and cryptocurrency projects internationalise;

Contributing towards blockchain/cryptocurrency education to the public; and Featuring stories involving the application of the blockchain technologies in developing worlds. In particular, we endeavour to feature projects that solve economic problems related to extreme poverty, basic education and hunger.

“Blockchain Technology, Humanized” is our slogan and we encourage the use of blockchain technology and applications to make the world a more humane place.

Our portal is built on values of diversity and inclusion. We note the drastic underrepresentation of women, people from developing countries, and other minority groups in the sphere of blockchain industry. Against this context, our media platform aims to create a better world together by featuring stories, new perspectives and lived experiences into the blockchain ecosystem.

We give the voices to the otherwise unheard, and partner with great blockchain companies that does CSR or good work in the developing nations, such as XinFin and Stellar Lumens Foundation. We also feel strongly about the providing value to the unbanked /rural banking, and endeavour to serve them best by making blockchain and cryptocurrency education mainstream in developing nations."
Faith Ecommerce Services,https://e27.co/startups/faith-ecommerce-services/,https://www.fecoms.com/,United States of America,E-commerce,2010-1,,,"https://www.linkedin.com/company/faith-ecommerce-services, faithecommerce, https://www.facebook.com/faithecommerceservices,",info@faithecommerceservices.com,,"Faith eCommerce Services is a leading organization making efforts to help e-commerce business. We help in some more services:- content writing, SEO, photo editing and more related to an e-commerce.","Faith eCommerce Services is a leading organization making continuous efforts to help today's e-commerce business and caters to their demand. We understand the ever-mounting demand for e-commerce services like product upload, product listing, data entry, and website design, and development services; and are successful in doing the same ever since our inception.
By using our services, e-commerce store owners can easily upload bulk data information in less time with full accuracy. Also, we help in some more services like content writing, SEO, photo editing and more related to an e-commerce website.
We are growing data entry solution providers to various e-commerce stores in a different niche. We are on a mission in providing some easy solutions to e-commerce business in uploading bulk product data information. Thereby, this helps e-commerce store owners to focus on making new strategies for business instead of getting busy with product uploading and data entry.

To know more about our process visit our business website https://www.faithecommerceservices.com/

You can find us at following social media channels:

YouTube:	https://www.youtube.com/channel/UCQ0lP4Okl2cPnjpW4kZtdJA

Quora:		https://www.quora.com/profile/Faith-ECommerce-Services

Moz:		https://moz.com/community/users/11259047

Disqus: 		https://disqus.com/by/faithecommerceservices/"
IVOJI,https://e27.co/startups/ivoji/,https://www.ivoji.id,Indonesia,"Finance,Information & Communications Technology",2019-11,,,"https://www.linkedin.com/company/ivoji,  ",,,"IVOJI is Indonesia's legal P2P lending platform that connecting borrowers and lenders in a legal, secure, and transparent atmosphere.","Are you an employee or business owner that needs a loan to grow your business or just to fulfill your needs? At IVOJI you can borrow from Rp. 500.000 to Rp. 200.000.000, from just daily loan in 30 days or productive loan in from 6 to 48 months.

                                                                                     --- OR ---

Are you an investor or company that wants to grow your money through P2P investment, which you have control to choose your preferred borrower. We provide a comprehensive borrower's profile and attractive loan commission which easier for you to decide your investment according to your risk preference.

IVOJI had attained a license S-733/NB.213/2019 from OJK (Financial Services Authority of Indonesia) to legally operated. We focused on cash loan and installment loans, targeting employees and business owners in Indonesia."
Cube Wealth,https://e27.co/startups/cube-wealth/,https://www.bankoncube.com/,Singapore,Software as a Service,2017-1,,,  ,feedback@bankoncube.com,,Trust the best,"Trust the best

Our superb advisors and leading finance industry partners optimising your investments, with you always in control, earning more money while saving time. Over 350k people have trusted Cube to handle over 48 Crores of investments and payments.

We’re trusted by career professionals from Google, Flipkart, Amazon, Zest Money, Instamojo, Deloitte and Cars24 to manage their wealth creation.

Featured in The Times, Business Standard, Outlook India and Forbes. Cube Wealth is the first of its kind 1 app, 1 minute per month for all of your money management and investing. Lead by successful digital payments entrepreneur and experienced investor Satyen V Kothari. Satyen and his team have taken the guesswork and pain out of investing.

Our Philosophy 

Our systematic approach to investing, superb advisors and strategic partnerships gives you access to the best growth available in the market. Multiple modern investment options available to suit your needs. Start with a personalized portfolio based on your personal circumstances or pick the investment you want to get started with.

Cube is simple, safe and obsessed with providing you the best experience and expert advisors for your wealth creation. Personalised support with access to real people to help you every step of the way. No bots or robo’s.

Cube is for

Urban Indian Professionals earning 10 lakh a year or more? Cube Wealth is for you. Struggle no more to access quality advisors and investments that perform to your expectations. We know your hard earned money can work harder for you. Live the life you really want, not the life you are financially constrained by."
QuaQua,https://e27.co/startups/quaqua/,https://www.quaqua.com/,Singapore,Virtual Reality,2018-1,,,"https://www.linkedin.com/company/quaqua/,  https://www.facebook.com/Goquaqua/,",startups@e27.sg,,QuaQua is the world’s first platform that integrates 360-degree Virtual Reality content for travel and tourism industry.,"QuaQua is the world’s first platform that integrates 360-degree Virtual Reality content for travel and tourism industry. Our objective is to deliver real and immersive travel experiences through storytelling, that inspire people to travel. 

QuaQua aims to bridge the gap between metadata, content, bookings and community by providing a platform for both businesses and travelers alike. QuaQua through an intelligent, intuitive and interactive UX strives to engage users to personalize experiences and consume end to end virtual travel journeys. 

We are explorers, storytellers, creators and techies who enjoy resolving challenges and build practical solutions. What drives us every minute is unbridled passion, love for travel and possibility of transforming the industry landscape. 

Unflinching focus, creative problem solving, comradeship, music, movies and celebrations define our work culture.

“Don’t be satisfied with the stories that come before you. Unfold your own myth”- Rumi"
Iterative Indie Games Fund,https://e27.co/startups/iterative-indie-games-fund/,https://iterative.fund,Singapore,Gaming,2020-3,,,  ,,,"We are an alternative investment fund, investing in the incubation, development, and
publishing of successful independent games.","We invest in independent game developers, both financially and through our incubator program, assisting them in their journey in releasing a successful game"
SarkariExam.org,https://e27.co/startups/sarkariexam-org/,https://sarkariexam.org,India,Education,2016-1,,,"https://www.linkedin.com/in/sarkariexam, SarkariExam_org, https://www.facebook.com/Sarkariexam.org,",,,"Best Latest Government Jobs and SarkariExam update website for the job 

seekers.","SarkariExam.org is the Best Latest Government Jobs and SarkariExam update website for the job 
seekers. Sarkari Exam Provides updates on SarkariExam, Answer keys, Admit Cards, Online Form, 
Government Jobs,Latest Jobs, Exam Syllabus, Sarkari Naukri, Update and Much More available for the job seekers In India."
